Ux,Uy,Uz,TA_1_1_1,T_SONIC_corr,PA,H2O_density,CO2_density
-0.4404685,0.09295228,0.009157898,-12.56464,-11.71164,83.73763,1.410675,703.8845
-0.4498395,0.0907722,0.009413557,-12.56464,-11.64468,83.73659,1.412008,703.5137
-0.4608622,0.08405478,0.004309168,-12.56464,-11.6373,83.73837,1.411968,703.7283
-0.4535336,0.08205397,-0.006434799,-12.56464,-11.69186,83.7373,1.411839,703.5049
-0.4740811,0.07075018,-0.002413003,-12.56464,-11.73557,83.73695,1.405298,703.9223
-0.4582002,0.06943924,-0.00694988,-12.56464,-11.69308,83.73624,1.413963,703.7332
-0.4807244,0.01377988,0.009978231,-12.56464,-11.76556,83.73619,1.410119,703.7703
-0.4174382,-0.02250585,-0.0000200773,-12.56464,-11.80753,83.73618,1.415006,703.8524
-0.3866384,0.08992168,-0.01905908,-12.56464,-11.66241,83.73471,1.409563,704.14
-0.4152979,0.08952607,-0.005437667,-12.56464,-11.65985,83.73803,1.413783,703.9609
-0.4162915,0.097803,-0.00728882,-12.56464,-11.68951,83.73671,1.408862,703.6918
-0.4605277,0.08532589,-0.002580841,-12.56464,-11.68921,83.73766,1.411401,704.2561
-0.5038417,0.05758993,0.001144707,-12.5658,-11.66592,83.73756,1.410852,703.8575
-0.4075745,0.04460549,0.0001378239,-12.5658,-11.539,83.73697,1.412284,703.634
-0.4470385,0.05627351,-0.002088229,-12.5658,-11.60538,83.73604,1.417722,703.7202
-0.4683056,0.06600937,-0.01544201,-12.5658,-11.63904,83.73657,1.411977,703.4482
-0.4608121,0.03780999,-0.01583969,-12.5658,-11.59384,83.73585,1.414696,703.5853
-0.4882792,0.04384353,-0.000100446,-12.5658,-11.62003,83.73818,1.416108,703.3421
-0.4594118,0.0804454,-0.01061534,-12.5658,-11.62091,83.73544,1.41696,703.8051
-0.4543044,0.08767553,-0.01701081,-12.5658,-11.64941,83.73651,1.41288,703.5155
-0.4744853,0.06485008,-0.01788722,-12.5658,-11.64978,83.73835,1.412459,704.0114
-0.4468549,0.07734555,-0.01196311,-12.5658,-11.65363,83.73684,1.412479,704.0466
-0.4008802,0.07625435,0.0009838573,-12.5658,-11.63327,83.73896,1.412793,703.5068
-0.4472589,0.0899839,0.00482779,-12.5658,-11.66064,83.73666,1.413364,703.9197
-0.4726949,0.087713,0.004792689,-12.5658,-11.58694,83.73757,1.410003,703.5538
-0.4582373,0.09964233,-0.01261552,-12.5658,-11.64682,83.73752,1.41583,703.5577
-0.4736043,0.08901148,-0.006370434,-12.5658,-11.65262,83.73708,1.410357,703.3973
-0.453948,0.07480504,0.0006772333,-12.5658,-11.60446,83.7356,1.416447,703.6299
-0.4278766,0.08542043,-0.01235996,-12.5658,-11.65173,83.73743,1.412469,703.4653
-0.4458133,0.0564002,-0.01521197,-12.5658,-11.68924,83.73613,1.414789,703.7882
-0.4428121,0.06998397,-0.02151611,-12.5658,-11.62823,83.73817,1.411072,703.837
-0.4231108,0.06055573,-0.00562938,-12.5658,-11.63257,83.73783,1.408979,703.6819
-0.4421652,0.0759784,-0.006529394,-12.56683,-11.66132,83.73721,1.412944,703.4069
-0.439287,0.07199844,0.004394582,-12.56683,-11.64301,83.73792,1.411152,703.8962
-0.4447445,0.07775315,-0.01153018,-12.56683,-11.70609,83.73739,1.411069,704.0082
-0.4519361,0.06704262,-0.01535757,-12.56683,-11.68292,83.7372,1.41052,703.8359
-0.4525096,0.05746287,-0.01604131,-12.56683,-11.63763,83.73547,1.408159,703.6454
-0.4455086,0.08288888,-0.009861251,-12.56683,-11.71283,83.735,1.413223,703.9186
-0.4456047,0.08854342,-0.001381385,-12.56683,-11.68228,83.73637,1.4084,704.0972
-0.4477529,0.0971595,-0.003203792,-12.56683,-11.73169,83.73907,1.407819,704.1345
-0.4538332,0.0895269,0.0004614713,-12.56683,-11.74576,83.73926,1.405353,703.9043
-0.4596469,0.07792163,3.350515e-6,-12.56683,-11.7677,83.73705,1.407589,704.2732
-0.4911806,0.05174356,-0.01304601,-12.56683,-11.76981,83.73792,1.403365,704.0724
-0.4999739,0.03645658,-0.01901828,-12.56683,-11.73053,83.73663,1.409507,704.2576
-0.4722479,0.09097064,0.008191342,-12.56683,-11.71024,83.73596,1.406009,703.8712
-0.4285803,0.05051467,0.03133749,-12.56683,-11.73816,83.73708,1.409971,703.948
-0.4554849,0.04390165,-0.008499702,-12.56683,-11.71686,83.73705,1.406045,703.9178
-0.4819538,0.1037704,-0.01777387,-12.56683,-11.66608,83.7357,1.408736,704.0079
-0.4655021,0.09514487,-0.02639608,-12.56683,-11.668,83.73796,1.41171,704.0248
-0.4582865,0.08829224,-0.01290209,-12.56683,-11.60764,83.73619,1.415194,703.8364
-0.4507771,0.111825,-0.005902979,-12.56683,-11.7092,83.73893,1.415321,703.4724
-0.4451585,0.1220066,-0.009506835,-12.56683,-11.66193,83.73499,1.409137,703.5938
-0.4666287,0.132549,-0.006378628,-12.56842,-11.67456,83.73608,1.410475,704.3156
-0.4701205,0.1402014,-0.004126484,-12.56842,-11.6958,83.73734,1.405508,704.0266
-0.4669797,0.1151829,0.002197669,-12.56842,-11.7211,83.73704,1.404374,704.3441
-0.4741414,0.1222978,0.002306022,-12.56842,-11.74496,83.73833,1.404502,704.3012
-0.4880797,0.08751056,-0.003306183,-12.56842,-11.69196,83.73849,1.406334,704.2751
-0.476695,0.1197398,0.0128969,-12.56842,-11.73532,83.73709,1.409956,704.0236
-0.469465,0.09927924,0.02973039,-12.56842,-11.69208,83.73462,1.407606,704.0525
-0.4114225,0.1184628,0.02695283,-12.56842,-11.71979,83.73691,1.409872,704.3018
-0.4098527,0.06541169,0.03977541,-12.56842,-11.7616,83.73631,1.407556,703.8596
-0.3521563,0.06634948,0.04749724,-12.56842,-11.68506,83.73775,1.411379,704.0457
-0.3446266,0.07721965,0.05122859,-12.56842,-11.69806,83.73774,1.408485,703.6848
-0.3573331,0.113,0.04370149,-12.56842,-11.72391,83.73759,1.410318,704.1723
-0.3702471,0.1122212,0.04408551,-12.56842,-11.71075,83.73655,1.405165,703.8673
-0.3613386,0.1000853,0.05081109,-12.56842,-11.70416,83.73735,1.412329,703.8305
-0.3660356,0.09515897,0.05640658,-12.56842,-11.72852,83.73683,1.409072,703.8931
-0.3569308,0.08873428,0.05684068,-12.56842,-11.72412,83.73687,1.411166,703.9183
-0.3658079,0.0668368,0.04560585,-12.56842,-11.69955,83.73841,1.41188,703.8323
-0.3648608,0.07984298,0.04439167,-12.56842,-11.71701,83.73796,1.408587,703.6967
-0.3346107,0.07309791,0.02285229,-12.56842,-11.66946,83.73808,1.408754,704.2335
-0.327586,0.0581805,0.02429364,-12.56842,-11.76315,83.73818,1.405023,704.1499
-0.3237722,0.02530265,0.02247952,-12.5694,-11.7793,83.73717,1.40977,704.1843
-0.3480915,0.05690013,0.03263691,-12.5694,-11.78961,83.73578,1.405589,704.1274
-0.3363453,0.03666349,0.02778112,-12.5694,-11.74805,83.73888,1.405789,704.3227
-0.3504642,0.02553722,0.02524535,-12.5694,-11.77759,83.73867,1.405101,704.3348
-0.3302415,0.03516972,0.01387328,-12.5694,-11.82516,83.73756,1.402815,704.0981
-0.3844747,0.01123652,0.02204232,-12.5694,-11.80399,83.73774,1.404395,704.5221
-0.3128794,0.04547077,0.03683285,-12.5694,-11.82907,83.73743,1.401141,704.159
-0.2983712,0.01842154,0.008452135,-12.5694,-11.84116,83.73706,1.405866,704.5305
-0.2606938,-0.04595171,-0.006929244,-12.5694,-11.82321,83.73843,1.402804,704.4639
-0.3119995,-0.002576943,0.01405295,-12.5694,-11.80972,83.73703,1.402732,704.5789
-0.3302161,0.05686824,0.04380497,-12.5694,-11.84106,83.73613,1.399934,704.6668
-0.3063557,0.01719821,0.02087184,-12.5694,-11.79584,83.73569,1.400539,704.3789
-0.3484471,-0.0003352022,-0.001338802,-12.5694,-11.78085,83.73663,1.404695,704.1185
-0.3520457,0.06835725,0.01770957,-12.5694,-11.8114,83.73581,1.400622,704.4448
-0.3420871,0.08350199,0.02976954,-12.5694,-11.82224,83.73663,1.405764,704.4523
-0.3905522,0.03395941,0.00820337,-12.5694,-11.83502,83.73473,1.404986,704.0997
-0.3896292,0.0125063,0.0227519,-12.5694,-11.81003,83.73825,1.409512,704.5304
-0.3716408,0.03745804,0.0007081323,-12.5694,-11.78784,83.73827,1.40685,704.2045
-0.3730707,-0.009034859,-0.02100656,-12.5694,-11.80301,83.73692,1.406508,704.4117
-0.3875732,0.05665509,-0.01300638,-12.5694,-11.78012,83.73884,1.405538,704.1605
-0.4151906,0.04912531,0.009839534,-12.57056,-11.75952,83.73912,1.403733,704.3418
-0.3756359,0.06304056,0.03354402,-12.57056,-11.76584,83.73619,1.40419,704.4285
-0.3721792,0.1080181,0.04253596,-12.57056,-11.75873,83.73884,1.40627,704.0781
-0.3674934,0.02917067,0.005329648,-12.57056,-11.71182,83.73596,1.408135,704.2079
-0.4108868,0.08402591,-0.003086384,-12.57056,-11.74771,83.73763,1.407482,703.8007
-0.4292556,0.07331855,-0.002707024,-12.57056,-11.68768,83.73574,1.410546,704.1379
-0.4230547,0.07544103,-0.00465829,-12.57056,-11.75125,83.73799,1.405806,703.974
-0.4281321,0.09567769,0.00866871,-12.57056,-11.75787,83.7377,1.410078,703.909
-0.421623,0.07878935,0.004286786,-12.57056,-11.72406,83.73634,1.40566,703.9872
-0.4158106,0.0680737,0.002844049,-12.57056,-11.70517,83.73792,1.40937,704.011
-0.3955198,0.08028967,-0.005997525,-12.57056,-11.75369,83.73703,1.410479,704.2236
-0.4161344,0.06960803,-0.005296319,-12.57056,-11.75378,83.73708,1.408785,703.9343
-0.411165,0.09609098,-0.0007043052,-12.57056,-11.758,83.73763,1.408384,704.2572
-0.4192843,0.07465596,-0.001319079,-12.57056,-11.69885,83.73746,1.403407,704.235
-0.415632,0.0846439,0.004476612,-12.57056,-11.72809,83.73633,1.408646,704.1855
-0.4077627,0.09419767,0.005353127,-12.57056,-11.7493,83.73809,1.40749,704.2738
-0.4126585,0.08950173,0.006660029,-12.57056,-11.74829,83.73844,1.407908,704.3151
-0.414993,0.09850567,0.01742618,-12.57056,-11.70193,83.73818,1.405118,704.3294
-0.4089898,0.0905717,0.03012054,-12.57056,-11.82504,83.73618,1.402814,704.4454
-0.4026049,0.08754654,0.0431619,-12.57056,-11.75916,83.73728,1.406272,704.3348
-0.4136877,0.04335221,0.04095256,-12.57202,-11.7984,83.73792,1.399705,704.4999
-0.4216174,0.07449389,0.05417174,-12.57202,-11.85345,83.73747,1.40339,704.7538
-0.4105867,0.04286779,0.03835845,-12.57202,-11.84164,83.73669,1.399513,704.5726
-0.4029927,0.07071386,0.0423879,-12.57202,-11.89603,83.7373,1.400228,704.616
-0.3813368,0.04821471,0.03308307,-12.57202,-11.83463,83.73669,1.403289,704.637
-0.3804459,0.05558941,0.04112606,-12.57202,-11.83646,83.73739,1.398638,704.6623
-0.3852502,0.02734667,0.04187565,-12.57202,-11.86505,83.73733,1.399215,704.7308
-0.407197,0.0625095,0.04827722,-12.57202,-11.84833,83.73762,1.399549,704.769
-0.4130275,0.05942266,0.03977863,-12.57202,-11.9404,83.73815,1.394956,704.6503
-0.4639994,0.04914946,0.03557202,-12.57202,-11.90027,83.73648,1.398556,705.11
-0.4363551,0.05282069,0.005523679,-12.57202,-11.91632,83.73756,1.399066,705.0293
-0.4374975,0.08802868,0.01714094,-12.57202,-11.78,83.73781,1.397912,704.6223
-0.4270474,0.09453047,0.01623588,-12.57202,-11.79745,83.73737,1.401819,704.554
-0.4314478,0.08834703,0.01738918,-12.57202,-11.81363,83.73668,1.397245,704.3054
-0.4435552,0.08626148,0.02821404,-12.57202,-11.7713,83.73645,1.39956,704.614
-0.436679,0.1079444,0.03333393,-12.57202,-11.82806,83.7348,1.400288,704.6615
-0.4206233,0.08721484,0.0348068,-12.57202,-11.84137,83.73684,1.397393,704.8973
-0.4216147,0.0895943,0.04159871,-12.57202,-11.84332,83.73737,1.402488,704.4824
-0.4291584,0.0589816,0.04053856,-12.57202,-11.77533,83.73727,1.400005,704.4509
-0.4371933,0.07747865,0.04149279,-12.57202,-11.85916,83.73797,1.400878,704.7207
-0.4567874,0.06991727,0.0399658,-12.5733,-11.79541,83.73781,1.402655,704.3411
-0.4549488,0.08115158,0.0286406,-12.5733,-11.80606,83.73697,1.401865,704.3152
-0.4429987,0.03419844,0.00534031,-12.5733,-11.88004,83.73835,1.397176,704.6146
-0.435704,0.08375025,0.01595264,-12.5733,-11.81461,83.73798,1.401063,704.5152
-0.4296754,0.07666802,0.007939155,-12.5733,-11.83517,83.73743,1.402868,704.6235
-0.4303528,0.09280871,0.007008619,-12.5733,-11.86172,83.73691,1.401316,704.3517
-0.4453394,0.06776168,0.003373534,-12.5733,-11.79233,83.73586,1.402638,704.6664
-0.4183924,0.105338,0.002429733,-12.5733,-11.86404,83.73662,1.399633,704.4577
-0.4224427,0.02613166,-0.009157351,-12.5733,-11.75424,83.73757,1.404552,704.6616
-0.4305647,0.06867439,0.006822651,-12.5733,-11.8024,83.73872,1.40481,704.3988
-0.4362076,0.04177751,-0.008163429,-12.5733,-11.75885,83.73678,1.404153,704.3744
-0.4375014,0.0709999,-0.006881745,-12.5733,-11.76917,83.73651,1.405056,704.1951
-0.4464001,0.02841757,-0.02154362,-12.5733,-11.84531,83.73917,1.402075,704.5316
-0.4444885,0.05391087,-0.004034693,-12.5733,-11.78534,83.73779,1.404719,704.3137
-0.4125266,0.07782881,0.006620661,-12.5733,-11.793,83.73904,1.403489,704.2912
-0.4075686,0.05604087,0.01014889,-12.5733,-11.79425,83.73737,1.403919,704.4437
-0.3733305,0.05386676,-0.01030034,-12.5733,-11.74374,83.73754,1.405342,704.3539
-0.3946316,0.08071316,-0.01159817,-12.5733,-11.88528,83.7386,1.406104,704.7075
-0.4116824,-0.008529834,0.004234,-12.5733,-11.76404,83.73689,1.399521,704.4944
-0.4109931,0.07952646,-0.01572854,-12.5733,-11.83752,83.73745,1.404152,704.4727
-0.4538569,0.06988192,-0.005423692,-12.57434,-11.78619,83.73642,1.398369,704.3385
-0.4333172,0.1010353,-0.01049489,-12.57434,-11.80341,83.73781,1.405663,704.4387
-0.4540549,0.08856878,-0.00008408842,-12.57434,-11.81525,83.73873,1.405727,704.3941
-0.4500114,0.08293637,-0.01286174,-12.57434,-11.83972,83.73762,1.402045,704.2574
-0.4651026,0.07584558,-0.01121855,-12.57434,-11.76855,83.7381,1.40717,704.4404
-0.4060767,0.0488022,-0.006721294,-12.57434,-11.80853,83.73971,1.403149,704.3749
-0.4306754,0.09336355,-0.003723715,-12.57434,-11.80045,83.73701,1.403953,704.6937
-0.4428203,0.08090827,-0.00703238,-12.57434,-11.72375,83.73804,1.405235,704.2563
-0.4717633,0.07741316,-0.002700343,-12.57434,-11.82663,83.73692,1.403246,704.5261
-0.4932359,0.02230316,0.02615169,-12.57434,-11.75589,83.73716,1.406678,704.317
-0.4447171,0.05484839,-0.001815588,-12.57434,-11.78149,83.73801,1.407663,704.3262
-0.4612453,0.08488135,-0.02845179,-12.57434,-11.77817,83.73741,1.407646,704.2993
-0.4445575,0.08018353,-0.02333713,-12.57434,-11.76266,83.73766,1.406715,704.1882
-0.4732413,0.0542495,-0.03447714,-12.57434,-11.80334,83.7377,1.40651,704.2176
-0.4682648,0.0613736,-0.02309059,-12.57434,-11.7507,83.73785,1.404956,704.361
-0.44813,0.1002437,-0.02818951,-12.57434,-11.81146,83.73866,1.408249,704.3122
-0.4710354,0.09046189,-0.0180207,-12.57434,-11.80518,83.73717,1.40186,704.3428
-0.4497243,0.1365257,-0.008410399,-12.57434,-11.85703,83.73624,1.403833,704.3686
-0.4561266,0.1180017,0.003684796,-12.57434,-11.86353,83.73956,1.39624,704.6759
-0.4598955,0.1092323,0.007301387,-12.57434,-11.89453,83.73841,1.404034,704.5029
-0.4625646,0.100668,0.008698919,-12.57574,-11.86469,83.73708,1.40345,704.7033
-0.4388867,0.1006022,0.003101215,-12.57574,-11.85016,83.73866,1.401254,704.5366
-0.4558094,0.106486,-0.001818437,-12.57574,-11.75885,83.7373,1.404576,704.6157
-0.4658209,0.1207077,-0.004534665,-12.57574,-11.69989,83.73704,1.405954,704.0935
-0.479476,0.117878,-0.001127788,-12.57574,-11.71939,83.73637,1.403517,704.3479
-0.4729291,0.1175767,-0.003414277,-12.57574,-11.75674,83.73759,1.407107,704.122
-0.467432,0.1152041,-0.003401986,-12.57574,-11.73071,83.73727,1.409508,704.2567
-0.4606805,0.08258895,-0.01885764,-12.57574,-11.71228,83.73897,1.406444,704.2451
-0.460293,0.07574152,-0.02099062,-12.57574,-11.81857,83.73779,1.409981,704.2933
-0.4648568,0.05137891,-0.0231069,-12.57574,-11.76212,83.73838,1.403747,704.0844
-0.4620819,0.05435541,-0.03010201,-12.57574,-11.80249,83.73536,1.405658,704.5051
-0.4780982,0.07698096,-0.03101278,-12.57574,-11.78055,83.73684,1.405117,704.6357
-0.4928913,0.1016038,-0.02292244,-12.57574,-11.75745,83.73809,1.40118,704.262
-0.4853845,0.07030942,-0.01554755,-12.57574,-11.74274,83.73669,1.403219,704.5119
-0.4751107,0.07658897,-0.0148656,-12.57574,-11.83344,83.73727,1.400317,704.0463
-0.4470674,-0.009019758,-0.02461113,-12.57574,-11.79895,83.73724,1.403098,704.4634
-0.4098928,0.06314924,-0.01064669,-12.57574,-11.77222,83.73823,1.406343,704.6501
-0.4696472,0.09945071,-0.00719018,-12.57574,-11.74142,83.73814,1.403636,704.2942
-0.4762898,0.06961064,0.03146029,-12.57574,-11.81281,83.73724,1.403172,704.683
-0.4305969,0.1016563,0.02122071,-12.57574,-11.77945,83.73881,1.402993,704.3772
-0.4129185,0.07841008,0.02055507,-12.57733,-11.76062,83.73749,1.403739,704.3953
-0.4363524,0.04929823,-0.005578057,-12.57733,-11.7478,83.73434,1.407906,704.0684
-0.455658,0.09029558,0.001515307,-12.57733,-11.75986,83.73824,1.405853,704.4617
-0.4532223,0.1092754,-0.00174842,-12.57733,-11.79095,83.73759,1.402207,704.3253
-0.453514,0.1063219,-0.0005844721,-12.57733,-11.77319,83.73817,1.403806,704.5264
-0.4520203,0.1114856,-0.002553497,-12.57733,-11.80356,83.73806,1.403546,704.3168
-0.4737563,0.1004754,-0.001535472,-12.57733,-11.79706,83.73706,1.398851,704.6944
-0.4772991,0.115378,-0.002408699,-12.57733,-11.8262,83.7372,1.404515,704.7095
-0.4766257,0.1194319,-0.000728614,-12.57733,-11.73608,83.73772,1.403184,704.4163
-0.4844348,0.1236985,0.001051965,-12.57733,-11.75476,83.73833,1.404978,704.4786
-0.4927424,0.1180316,0.00390088,-12.57733,-11.78549,83.73801,1.403025,703.9731
-0.484737,0.1054733,0.0005251539,-12.57733,-11.8349,83.7364,1.405409,704.5117
-0.4929093,0.1050731,0.007951875,-12.57733,-11.81961,83.73767,1.401937,704.1552
-0.4889432,0.1077866,0.008973989,-12.57733,-11.75342,83.73735,1.404124,704.6716
-0.4784081,0.1204878,0.01336504,-12.57733,-11.72672,83.73701,1.403557,704.3596
-0.4703351,0.1077406,0.009418261,-12.57733,-11.75818,83.73774,1.406691,704.2445
-0.4708246,0.1262321,0.01945757,-12.57733,-11.76831,83.73782,1.409287,704.5564
-0.4698207,0.08089413,0.005874353,-12.57733,-11.75934,83.7373,1.405426,703.8148
-0.4876937,0.102843,0.005289406,-12.57733,-11.77957,83.73761,1.409771,704.3072
-0.5054277,0.09209178,-0.001353758,-12.57733,-11.75436,83.73852,1.408364,704.0953
-0.4871314,0.1241297,-0.008056931,-12.57861,-11.74515,83.73768,1.407891,704.1634
-0.5109009,0.1021755,-0.008988262,-12.57861,-11.65454,83.73711,1.412908,704.2228
-0.5120111,0.1082408,-0.006480497,-12.57861,-11.70941,83.73838,1.406428,704.2278
-0.5245605,0.09199348,-0.007404345,-12.57861,-11.66714,83.73785,1.410012,704.1804
-0.5099654,0.1010206,-0.0192258,-12.57861,-11.71747,83.73683,1.410283,703.785
-0.517186,0.07688041,-0.03004917,-12.57861,-11.76923,83.73796,1.406327,704.1931
-0.4935614,0.04750236,-0.03236162,-12.57861,-11.74384,83.73849,1.408308,704.119
-0.5179111,0.08852188,-0.0420255,-12.57861,-11.72192,83.7365,1.40819,704.1127
-0.5097569,0.1022599,-0.03612496,-12.57861,-11.74823,83.73566,1.406637,704.0047
-0.4612358,0.1230145,-0.02073947,-12.57861,-11.72754,83.73768,1.411185,704.5051
-0.4634984,0.09583392,-0.01194784,-12.57861,-11.73166,83.73936,1.406548,703.8629
-0.4615368,0.05971485,-0.03072881,-12.57861,-11.75885,83.73743,1.407965,704.3323
-0.4742164,0.0864509,0.003233224,-12.57861,-11.77823,83.73751,1.404681,704.1758
-0.4846621,0.1212234,0.001273733,-12.57861,-11.76938,83.73779,1.40548,704.5149
-0.4722936,0.1146033,-0.001355961,-12.57861,-11.77646,83.73734,1.405518,704.1703
-0.4934968,0.1124068,-0.00156815,-12.57861,-11.74518,83.73734,1.406197,704.0905
-0.4772004,0.1159186,-0.01660503,-12.57861,-11.71582,83.73945,1.410698,704.0349
-0.4782963,0.1018793,-0.02263623,-12.57861,-11.78061,83.73695,1.407659,704.2493
-0.4824801,0.1140645,-0.0510636,-12.57861,-11.70035,83.73952,1.408074,703.952
-0.4754479,0.08535913,-0.03492975,-12.57861,-11.77121,83.73745,1.40549,704.4248
-0.4652402,0.101711,-0.003073534,-12.58014,-11.77441,83.73797,1.406355,704.0409
-0.4680451,0.07399128,-0.01123903,-12.58014,-11.81204,83.73631,1.404015,704.3096
-0.4886,0.09339873,-0.002964897,-12.58014,-11.75372,83.73806,1.402431,704.1531
-0.498875,0.09074514,-0.004314155,-12.58014,-11.79092,83.73666,1.405596,704.3795
-0.5208213,0.1005251,-0.0103533,-12.58014,-11.71283,83.73896,1.401788,704.4322
-0.4874539,0.09477083,-0.01598571,-12.58014,-11.78714,83.73789,1.405576,704.3948
-0.5119911,0.08920527,-0.03202783,-12.58014,-11.84198,83.73956,1.405871,704.2019
-0.5150778,0.08244739,-0.03254627,-12.58014,-11.75339,83.7365,1.410053,704.4772
-0.5288897,0.08047631,-0.03009125,-12.58014,-11.71851,83.73775,1.409865,703.9359
-0.5237693,0.09756049,-0.040086,-12.58014,-11.6875,83.7381,1.413086,703.9896
-0.5217652,0.08249803,-0.03918545,-12.58014,-11.69589,83.73912,1.414825,703.5754
-0.497516,0.09688282,-0.04783298,-12.58014,-11.66199,83.73682,1.412948,704.0801
-0.5311418,0.09495627,-0.04104887,-12.58014,-11.69461,83.7369,1.41143,704.2347
-0.5527588,0.09752928,-0.02692694,-12.58014,-11.72961,83.7382,1.411196,703.8508
-0.481982,0.0779098,-0.05028287,-12.58014,-11.61649,83.73833,1.417359,704.0254
-0.4987321,0.1129735,-0.03914204,-12.58014,-11.67795,83.73796,1.411764,703.79
-0.4830118,0.09855984,-0.04728124,-12.58014,-11.70941,83.7372,1.416169,703.7597
-0.4682563,0.1075002,-0.0419518,-12.58014,-11.65518,83.73657,1.413758,703.938
-0.4785293,0.109439,-0.03522469,-12.58014,-11.71851,83.73787,1.409865,704.2357
-0.4772176,0.1102567,-0.02859886,-12.58014,-11.78372,83.73907,1.410217,704.0643
-0.51289,0.09788958,-0.02519084,-12.58109,-11.74371,83.73774,1.407037,703.7975
-0.5013911,0.123006,-0.0345215,-12.58109,-11.7077,83.7389,1.411077,704.3586
-0.4932804,0.1054785,-0.03602766,-12.58109,-11.76691,83.73772,1.407161,703.8796
-0.4943333,0.08045803,-0.04659326,-12.58109,-11.72522,83.73792,1.410325,704.4639
-0.490031,0.06710588,-0.0464439,-12.58109,-11.73557,83.73684,1.403181,704.2529
-0.5030273,0.08016454,-0.04074818,-12.58109,-11.72302,83.7365,1.409043,704.4577
-0.4987971,0.05998677,-0.02215793,-12.58109,-11.79089,83.73807,1.408138,704.4898
-0.4658355,0.09712487,-0.02823027,-12.58109,-11.79681,83.73624,1.406475,704.5999
-0.494174,0.07434088,-0.03046702,-12.58109,-11.81998,83.73631,1.407871,704.3978
-0.4969477,0.06273181,-0.04378949,-12.58109,-11.79172,83.73721,1.403906,704.2465
-0.5119589,0.0693501,-0.05705332,-12.58109,-11.7157,83.73838,1.407309,704.2346
-0.4481077,0.1024331,-0.08520859,-12.58109,-11.73764,83.73751,1.406157,704.0792
-0.4957427,0.106883,-0.06893614,-12.58109,-11.76663,83.73875,1.40716,704.4146
-0.4500086,0.1263198,-0.03876859,-12.58109,-11.75644,83.73837,1.406258,704.2172
-0.4989655,0.1070944,-0.0255808,-12.58109,-11.75748,83.73704,1.408381,704.5596
-0.4823065,0.06411773,-0.05084417,-12.58109,-11.73877,83.73677,1.405739,704.4196
-0.4982323,0.04529559,-0.04109346,-12.58109,-11.78729,83.73835,1.402611,704.2383
-0.4903119,0.1308347,-0.03977459,-12.58109,-11.85089,83.7389,1.404647,704.3734
-0.5288435,0.1018978,-0.01714164,-12.58109,-11.8645,83.73717,1.400483,704.5468
-0.5225784,0.1138008,-0.01607045,-12.58109,-11.82782,83.73762,1.404947,704.5764
-0.5212151,0.09612362,-0.0233217,-12.58258,-11.87665,83.73713,1.400548,704.5834
-0.5335175,0.1247368,-0.02340901,-12.58258,-11.81332,83.73781,1.405293,704.6806
-0.5198177,0.126239,-0.01875133,-12.58258,-11.83716,83.73752,1.403303,704.6919
-0.5424605,0.131271,-0.01038019,-12.58258,-11.80219,83.73931,1.402267,704.733
-0.5198221,0.06303136,-0.01708505,-12.58258,-11.79855,83.73767,1.400977,704.8995
-0.4972977,0.07539981,-0.009572788,-12.58258,-11.85086,83.73754,1.404224,704.7501
-0.5093306,0.09873559,-0.005006761,-12.58258,-11.79965,83.73734,1.400559,704.6406
-0.5140193,0.1152783,-0.001549819,-12.58258,-11.78168,83.73727,1.403852,704.1514
-0.5541751,0.08102237,0.0002816793,-12.58258,-11.84827,83.7395,1.405905,704.7087
-0.4669261,0.1179428,-0.02520508,-12.58258,-11.77426,83.7382,1.405506,704.645
-0.4769474,0.07957298,-0.01124426,-12.58258,-11.81314,83.73862,1.405292,704.5956
-0.4809721,0.1169385,0.006734018,-12.58258,-11.74438,83.73797,1.402381,704.5082
-0.4849709,0.1201913,-0.002638841,-12.58258,-11.78973,83.73749,1.408131,704.3301
-0.4357296,0.101243,0.01022917,-12.58258,-11.78079,83.73622,1.405965,704.3288
-0.4790002,0.1141607,0.01554411,-12.58258,-11.76212,83.73576,1.40417,704.9904
-0.5190213,0.08936644,0.01902471,-12.58258,-11.82791,83.73852,1.404948,704.5984
-0.4981645,0.1069585,0.01170674,-12.58258,-11.81891,83.7382,1.398968,704.5259
-0.4818477,0.1078567,0.01426719,-12.58258,-11.85526,83.73831,1.402976,704.7131
-0.4943592,0.1101847,0.01860996,-12.58258,-11.82489,83.7374,1.400271,704.6899
-0.5058419,0.1268103,0.00633497,-12.58258,-11.73605,83.73569,1.404878,704.7243
-0.5179152,0.1071039,-0.01528985,-12.58417,-11.72116,83.73846,1.409033,704.1882
-0.5164022,0.1139183,-0.01847283,-12.58417,-11.62448,83.7381,1.412322,704.1374
-0.5281594,0.124435,-0.02939757,-12.58417,-11.66251,83.7392,1.416762,703.5601
-0.555858,0.09203821,-0.01588354,-12.58417,-11.72769,83.73869,1.41288,703.9999
-0.5122535,0.1218026,0.003138673,-12.58417,-11.6709,83.73825,1.410032,704.1136
-0.5096428,0.1126274,-0.02142386,-12.58417,-11.5914,83.73873,1.41045,703.8985
-0.5337237,0.1397956,-0.02065012,-12.58417,-11.58533,83.73781,1.419307,703.873
-0.5275794,0.1455894,-0.03440838,-12.58417,-11.58887,83.73806,1.420172,703.3607
