Ux,Uy,Uz,TA_1_1_1,T_SONIC_corr,PA,H2O_density,CO2_density
-0.7076978,1.241424,-0.02089277,-11.34808,-10.28778,83.69486,1.467478,696.1394
-0.8893669,1.219104,0.08693281,-11.34808,-10.34952,83.69622,1.462346,696.3491
-0.7868055,1.306397,0.1579614,-11.34808,-10.28812,83.69579,1.463689,696.6667
-0.8454435,1.316624,0.1318887,-11.34808,-10.35315,83.6953,1.466579,696.5868
-0.8703917,1.301651,0.1419531,-11.34808,-10.40237,83.69427,1.464747,696.1649
-0.8057622,1.34489,0.1069058,-11.34808,-10.30792,83.69639,1.464642,696.3118
-0.7775655,1.309972,0.04133057,-11.34808,-10.27527,83.69402,1.461933,696.1182
-0.8683215,1.38875,0.05708025,-11.34808,-10.32855,83.69404,1.4656,696.4221
-0.7814355,1.395098,0.0552795,-11.34808,-10.32208,83.69341,1.465564,696.1722
-0.8528807,1.358887,-0.01501996,-11.34808,-10.28156,83.69376,1.468286,695.9764
-0.8397136,1.401342,-0.0214847,-11.34808,-10.27707,83.69482,1.46784,695.6158
-0.8399509,1.392723,0.03667107,-11.34808,-10.24033,83.69482,1.46595,695.8976
-0.7955336,1.379487,0.05646804,-11.34808,-10.25528,83.69451,1.464349,696.0308
-0.9124085,1.304672,0.1244332,-11.34808,-10.36914,83.69477,1.461191,696.3767
-0.8584268,1.373672,0.1110878,-11.34808,-10.40378,83.6952,1.468126,696.9459
-0.8370693,1.363616,0.0366898,-11.34808,-10.32068,83.69529,1.461764,696.2968
-0.8182281,1.395598,0.02861148,-11.34808,-10.35043,83.69331,1.467407,695.9225
-0.8147753,1.323636,0.06783055,-11.34808,-10.40509,83.69369,1.463498,696.6038
-0.8490613,1.439086,0.04421135,-11.34848,-10.33438,83.69496,1.467317,696.5909
-0.7151595,1.375206,-0.0003572459,-11.34848,-10.32349,83.69491,1.46515,696.3245
-0.7752456,1.385731,0.003069428,-11.34848,-10.26505,83.69563,1.46314,696.1501
-0.8315181,1.413039,0.09155224,-11.34848,-10.31207,83.69476,1.467614,696.0963
-0.8164491,1.248232,0.1695036,-11.34848,-10.28464,83.6942,1.464512,696.2419
-0.9666252,1.281745,0.1257194,-11.34848,-10.31433,83.69496,1.465521,696.3661
-0.8320007,1.326813,0.03518115,-11.34848,-10.27939,83.69536,1.466168,695.946
-1.010755,1.407889,0.1239446,-11.34848,-10.25146,83.69578,1.469381,696.1857
-0.8815827,1.340724,0.07227845,-11.34848,-10.315,83.69547,1.46426,696.1894
-0.8537455,1.398777,0.09576445,-11.34848,-10.26123,83.69447,1.46354,696.1829
-0.8664222,1.349362,0.1265884,-11.34848,-10.29373,83.69431,1.464984,696.224
-0.8083847,1.337922,0.1267341,-11.34848,-10.31671,83.69524,1.462585,696.0464
-0.8565128,1.401408,0.01164588,-11.34848,-10.25775,83.69319,1.467311,695.9117
-0.8280321,1.38949,0.1115846,-11.34848,-10.26941,83.69515,1.464428,695.5597
-0.7491474,1.429199,0.1046589,-11.34848,-10.34198,83.6944,1.467781,696.5386
-0.7349096,1.406139,0.08062406,-11.34848,-10.33051,83.69353,1.462662,696.0497
-0.8089275,1.423063,0.01713639,-11.34848,-10.2666,83.69392,1.466939,696.2283
-0.8004202,1.343717,-0.03233718,-11.34848,-10.33527,83.69439,1.462688,696.1228
-0.7982754,1.438681,-0.07415015,-11.34848,-10.22476,83.69529,1.466705,695.6003
-0.868637,1.346289,-0.03928961,-11.34848,-10.17346,83.69615,1.468946,695.5903
-0.8191153,1.307835,0.01697609,-11.34872,-10.17789,83.69521,1.465181,695.6539
-0.8885335,1.35433,0.02998708,-11.34872,-10.17389,83.69559,1.467264,695.4374
-0.8877344,1.352473,0.03024352,-11.34872,-10.20706,83.69579,1.467449,695.519
-0.8673586,1.360671,0.04373072,-11.34872,-10.22986,83.6946,1.467997,695.9187
-0.9090052,1.357809,-0.03640028,-11.34872,-10.21295,83.69534,1.467061,695.9297
-0.925631,1.385584,-0.03670128,-11.34872,-10.18701,83.69357,1.467758,695.6508
-0.9015524,1.342949,-0.00105112,-11.34872,-10.18533,83.69543,1.470275,695.3006
-0.9234009,1.48621,0.01116733,-11.34872,-10.23672,83.69385,1.468036,695.7669
-0.9627596,1.495701,-0.009311224,-11.34872,-10.26801,83.69358,1.464841,695.8952
-1.025169,1.488509,-0.04920077,-11.34872,-10.26657,83.69555,1.464412,695.9789
-0.8905009,1.393671,-0.06884199,-11.34872,-10.17065,83.69459,1.470193,695.9003
-0.9795763,1.456088,-0.06509656,-11.34872,-10.22137,83.69486,1.467108,695.4248
-0.9814802,1.421806,-0.04168385,-11.34872,-10.17023,83.69382,1.466822,695.6463
-0.9424262,1.455788,0.1004168,-11.34872,-10.22675,83.69358,1.467138,695.578
-0.8191712,1.469705,0.1213387,-11.34872,-10.24994,83.69444,1.468952,695.8231
-0.710245,1.432785,0.07101824,-11.34872,-10.28995,83.69524,1.464542,696.1555
-0.7480886,1.45396,-0.02873351,-11.34872,-10.21078,83.69671,1.466207,695.9642
-0.9146013,1.380018,-0.1042869,-11.34872,-10.24075,83.69489,1.469322,696.0367
-0.8656666,1.348019,-0.1129266,-11.34872,-10.27689,83.69569,1.468681,695.8745
-0.8961639,1.323841,-0.09352327,-11.34872,-10.23212,83.69398,1.470537,695.9495
-0.9689115,1.381557,-0.03225172,-11.34937,-10.26535,83.69468,1.466932,695.8624
-0.8986862,1.38081,-0.02502565,-11.34937,-10.25031,83.69352,1.469796,696.0373
-0.8250954,1.404745,-0.03169442,-11.34937,-10.24997,83.69566,1.465162,695.5073
-0.7116038,1.284175,0.009462397,-11.34937,-10.18414,83.69315,1.469426,695.6558
-0.8664778,1.204167,0.03625363,-11.34937,-10.21048,83.69451,1.465784,695.5831
-0.9383397,1.258906,-0.01870321,-11.34937,-10.26172,83.69275,1.466491,695.4428
-0.9416769,1.247694,-0.03393155,-11.34937,-10.23074,83.69423,1.467581,695.4214
-0.9246396,1.218698,-0.07397123,-11.34937,-10.16803,83.69473,1.465126,695.4194
-0.9419687,1.298707,0.007061908,-11.34937,-10.1712,83.69566,1.465986,695.8062
-0.9070017,1.283447,-0.004388287,-11.34937,-10.21698,83.69512,1.46582,695.7413
-0.8828608,1.28102,-0.004659724,-11.34937,-10.20151,83.69508,1.467839,695.9896
-0.9035937,1.278606,-0.004341266,-11.34937,-10.18442,83.69511,1.464375,695.5469
-0.8774391,1.316234,0.03770965,-11.34937,-10.237,83.6955,1.467616,695.922
-0.8104965,1.315277,0.06359052,-11.34937,-10.19696,83.69544,1.465708,695.921
-0.7743321,1.302746,0.02313197,-11.34937,-10.28418,83.69298,1.467879,695.779
-0.7549674,1.266919,0.0171185,-11.34937,-10.26868,83.69521,1.468635,695.9772
-0.8612225,1.306614,0.08031034,-11.34937,-10.31293,83.69305,1.462564,695.8068
-0.9296166,1.374811,0.01836562,-11.34937,-10.29221,83.69409,1.468767,696.2529
-0.9429669,1.308518,0.06835199,-11.34937,-10.29422,83.6951,1.466672,695.9372
-0.8942748,1.316931,0.1028041,-11.34937,-10.28186,83.69473,1.466182,696.4233
-0.9150836,1.310144,0.09355248,-11.35016,-10.27777,83.69529,1.464053,695.5767
-0.9284421,1.307305,0.1004361,-11.35016,-10.22574,83.69555,1.467553,695.8202
-0.9324741,1.292439,0.08514568,-11.35016,-10.23953,83.69524,1.46384,695.8973
-0.9386359,1.360418,0.1099138,-11.35016,-10.25348,83.69714,1.467708,696.1751
-0.9032229,1.261323,0.08323003,-11.35016,-10.28467,83.69408,1.471252,695.661
-0.9374057,1.252633,0.09503691,-11.35016,-10.24435,83.69666,1.466394,695.5012
-0.9351718,1.256559,0.1323202,-11.35016,-10.28149,83.69627,1.470813,695.8876
-0.9515325,1.344404,0.1065651,-11.35016,-10.24554,83.69466,1.464295,695.8757
-0.8606522,1.278905,0.04561921,-11.35016,-10.26395,83.69494,1.466924,696.0549
-0.8498701,1.327955,0.01071652,-11.35016,-10.23233,83.6948,1.465063,696.0008
-0.882688,1.277571,0.03180954,-11.35016,-10.24478,83.69272,1.46766,696.0362
-0.8948886,1.288535,0.02114307,-11.35016,-10.22061,83.69489,1.464998,695.9321
-0.8617539,1.275463,0.007384218,-11.35016,-10.2226,83.69444,1.466694,695.8298
-0.911584,1.311284,0.01452075,-11.35016,-10.29834,83.69409,1.46838,695.8066
-0.8261726,1.230286,0.04203437,-11.35016,-10.31149,83.69416,1.466768,696.2272
-0.8647265,1.335471,0.02639093,-11.35016,-10.27646,83.69566,1.4691,696.098
-0.8536775,1.320368,0.03457621,-11.35016,-10.27054,83.69437,1.463592,696.186
-0.845434,1.292308,0.002157681,-11.35016,-10.28238,83.69418,1.466185,695.9938
-0.8145922,1.30772,0.03396441,-11.35016,-10.31982,83.69366,1.46513,696.0428
-0.8431708,1.335973,0.01429623,-11.35016,-10.25009,83.69704,1.466847,696.0687
-0.8756264,1.276853,0.07141308,-11.35028,-10.31247,83.69482,1.467195,696.0352
-0.9005643,1.313053,0.07609474,-11.35028,-10.27942,83.69657,1.464905,695.9081
-0.9311377,1.296225,0.04107496,-11.35028,-10.28998,83.69494,1.466648,696.3622
-0.977214,1.397712,0.01148986,-11.35028,-10.37161,83.6939,1.46289,696.1102
-0.9282089,1.423506,-0.01996119,-11.35028,-10.22595,83.69466,1.470502,695.9004
-0.9556546,1.368253,0.007171728,-11.35028,-10.16278,83.69356,1.467623,695.6249
-0.9965919,1.321271,-0.01746944,-11.35028,-10.1088,83.69363,1.470689,694.9488
-1.051881,1.36693,-0.003735298,-11.35028,-10.09039,83.69392,1.466798,694.8049
-1.014268,1.415719,0.01635062,-11.35028,-9.960419,83.69524,1.471122,694.7458
-1.000895,1.380627,0.01659246,-11.35028,-9.953308,83.6946,1.471503,694.2216
-0.9330602,1.346123,-0.02341886,-11.35028,-10.00772,83.6942,1.473069,694.7224
-0.9562556,1.327175,-0.01834157,-11.35028,-9.986328,83.69264,1.472108,694.2555
-0.9345058,1.394602,0.006906647,-11.35028,-9.979095,83.69604,1.470806,694.2483
-0.9101763,1.339619,0.003498877,-11.35028,-9.966797,83.69608,1.473261,694.4006
-0.9460366,1.320576,0.02310539,-11.35028,-10.01471,83.69566,1.470584,694.4296
-0.8912886,1.375589,0.01603936,-11.35028,-10.11292,83.69521,1.469028,695.0667
-0.8958616,1.38449,0.01775009,-11.35028,-10.0741,83.69427,1.468391,694.9752
-0.8586738,1.409373,0.01794251,-11.35028,-10.18024,83.6955,1.470668,695.2561
-0.8921754,1.412355,0.03647755,-11.35028,-10.0546,83.69386,1.472069,694.7477
-1.016502,1.184668,0.03721216,-11.35028,-10.13455,83.69561,1.466203,695.4554
-1.007759,1.349096,0.00345919,-11.35095,-10.15799,83.69431,1.46928,695.4083
-0.9273859,1.404548,0.03320366,-11.35095,-10.14151,83.69529,1.467083,695.1925
-0.8911698,1.391475,-0.02419551,-11.35095,-10.16052,83.69491,1.473504,695.321
-0.9008654,1.348808,0.07611934,-11.35095,-10.22687,83.69595,1.467981,695.8042
-0.9475484,1.341388,0.04135795,-11.35095,-10.25342,83.69371,1.469392,695.9862
-0.9286388,1.361621,0.01818364,-11.35095,-10.13141,83.69378,1.46829,695.9714
-0.9645149,1.360637,0.05394229,-11.35095,-10.08871,83.69415,1.466789,695.2263
-0.9337596,1.199536,0.04178087,-11.35095,-10.2594,83.69371,1.462687,695.5256
-0.9581679,1.343278,0.01775668,-11.35095,-10.21829,83.69428,1.468354,695.9578
-0.9272314,1.396552,0.02811681,-11.35095,-9.924347,83.69416,1.47092,695.0634
-0.9001228,1.317639,0.02440603,-11.35095,-10.03033,83.69348,1.470671,694.4726
-0.9375908,1.278475,-0.002706416,-11.35095,-9.931671,83.69283,1.469699,694.7454
-0.8116161,1.39719,0.01624887,-11.35095,-9.964569,83.69257,1.473249,693.7067
-0.8922312,1.409775,0.01034102,-11.35095,-10.03415,83.6946,1.473217,694.225
-0.8717847,1.428022,0.01002163,-11.35095,-10.08148,83.69357,1.473062,694.3582
-0.8969927,1.474092,0.03898443,-11.35095,-10.02072,83.69404,1.474405,694.6852
-0.9382905,1.548048,0.05788877,-11.35095,-10.04794,83.69373,1.474136,694.7059
-0.9031727,1.503034,0.0520512,-11.35095,-9.955322,83.69243,1.470673,694.631
-0.8719465,1.440365,0.08945535,-11.35095,-9.981628,83.69189,1.472082,694.5748
-0.852406,1.48449,0.07488313,-11.35095,-9.897217,83.69547,1.474133,694.1239
-0.8295779,1.48818,0.02297184,-11.35132,-9.893066,83.69555,1.472007,694.4864
-0.9029124,1.458794,0.02860705,-11.35132,-9.889801,83.69515,1.469886,694.1085
-0.9182007,1.345061,0.01626567,-11.35132,-9.930695,83.69489,1.470535,694.4195
-0.9232414,1.328964,0.02034502,-11.35132,-9.985382,83.69402,1.469999,694.1594
-0.8509099,1.344837,0.07954779,-11.35132,-9.961029,83.69662,1.471125,694.2609
-0.8415441,1.359291,0.07469956,-11.35132,-9.911346,83.69411,1.471268,694.0297
-0.851529,1.423026,0.0410034,-11.35132,-9.893524,83.69521,1.472851,694.0198
-0.7826687,1.390614,0.06731749,-11.35132,-9.936554,83.69526,1.473092,694.4075
-0.7688939,1.296862,0.05163085,-11.35132,-9.952881,83.69624,1.468976,694.2094
-0.7768794,1.402127,0.06478374,-11.35132,-9.920166,83.69566,1.471738,694.1426
-0.7422195,1.302665,0.06230998,-11.35132,-9.940613,83.69385,1.471853,693.8367
-0.7821568,1.302002,0.07765536,-11.35132,-9.901886,83.69312,1.475421,694.1946
-0.8580328,1.28419,0.1384067,-11.35132,-9.948212,83.69615,1.471895,694.3339
-0.8843129,1.35257,0.1570113,-11.35132,-10.02155,83.69435,1.474409,694.5135
-0.8358642,1.353557,0.1169121,-11.35132,-10.02673,83.69373,1.472334,694.5242
-0.8572513,1.400655,0.1335004,-11.35132,-10.04663,83.69433,1.470342,694.072
-0.8135487,1.448435,0.114455,-11.35132,-10.03418,83.69534,1.473638,695.0204
-0.8084736,1.428288,0.1064365,-11.35132,-10.00391,83.69494,1.471786,694.2764
-0.874833,1.427104,0.09994725,-11.35132,-10.01196,83.6944,1.473093,694.7009
-0.8638145,1.39346,0.1119418,-11.35132,-10.02209,83.69538,1.469784,694.3655
-0.8107124,1.360125,0.1383834,-11.35196,-10.0629,83.69376,1.471695,694.472
-0.8770856,1.435563,0.1028845,-11.35196,-10.04007,83.6948,1.471147,694.6727
-0.8632497,1.434273,0.140053,-11.35196,-10.03638,83.69619,1.471126,694.5809
-0.8607864,1.384017,0.08667295,-11.35196,-10.00616,83.69269,1.473902,694.6317
-0.8962445,1.334322,0.1228846,-11.35196,-10.05359,83.69248,1.472485,694.7146
-0.899554,1.388258,0.1309747,-11.35196,-10.04419,83.69637,1.472432,694.7543
-0.9104859,1.334476,0.1413624,-11.35196,-9.963928,83.69451,1.470721,694.4458
-0.8967165,1.352085,0.1658452,-11.35196,-10.0239,83.69357,1.471056,694.6295
-0.9164689,1.324825,0.2067337,-11.35196,-10.0564,83.69491,1.46745,694.7409
-0.8896846,1.317096,0.1932624,-11.35196,-10.08136,83.69293,1.471798,694.8322
-0.9788032,1.269104,0.1837218,-11.35196,-10.20087,83.69508,1.469099,695.244
-0.9954735,1.282584,0.1257559,-11.35196,-10.12656,83.69456,1.472472,695.4329
-0.8705215,1.204955,0.1438028,-11.35196,-10.12683,83.6952,1.471211,695.506
-0.9141477,1.244887,0.1996846,-11.35196,-10.16937,83.69563,1.469765,695.3043
-0.8754371,1.199797,0.1798494,-11.35196,-10.0722,83.69505,1.467959,695.4502
-0.8885291,1.230011,0.1666697,-11.35196,-10.10455,83.69239,1.46814,694.728
-0.8637437,1.226286,0.2043092,-11.35196,-10.08139,83.69369,1.47264,695.183
-0.7734931,1.23768,0.21845,-11.35196,-10.07285,83.69364,1.468805,694.5007
-0.8955218,1.247718,0.1595208,-11.35196,-10.00113,83.69408,1.472612,694.802
-0.896588,1.252943,0.1859754,-11.35196,-10.09921,83.69576,1.470636,694.785
-0.9621855,1.270677,0.1273089,-11.35181,-10.0914,83.69529,1.470171,694.8333
-0.9348248,1.205816,0.08131075,-11.35181,-10.07123,83.6946,1.468375,694.8782
-0.9373964,1.287837,0.04066561,-11.35181,-10.16541,83.69398,1.470164,695.1365
-0.9818583,1.265282,0.05274266,-11.35181,-10.1474,83.6952,1.4688,695.0264
-0.9574136,1.349766,0.1057938,-11.35181,-10.1705,83.695,1.468087,694.9202
-0.8417293,1.33664,0.0803014,-11.35181,-10.19354,83.69484,1.471163,695.041
-0.8584335,1.327782,0.1101564,-11.35181,-10.07019,83.69423,1.467106,695.3094
-0.8689806,1.307991,0.09189932,-11.35181,-10.11691,83.69484,1.469051,695.3043
-0.9247389,1.318757,0.1453949,-11.35181,-10.17123,83.69556,1.468512,695.3085
-0.8996702,1.373006,0.1035786,-11.35181,-10.17999,83.69456,1.469403,695.5382
-1.069494,1.328727,0.02100836,-11.35181,-10.24155,83.69357,1.473537,695.7764
-1.104879,1.331433,0.0002659592,-11.35181,-10.21326,83.69318,1.467905,695.5509
-1.093356,1.280682,0.03410408,-11.35181,-10.21475,83.69587,1.471282,695.86
-1.164917,1.291488,0.05522766,-11.35181,-10.2373,83.6948,1.470987,695.3404
-1.180672,1.295089,0.1057997,-11.35181,-10.18164,83.69398,1.47236,695.5884
-1.152816,1.341474,0.1578329,-11.35181,-10.24081,83.69276,1.46848,695.3506
-1.167542,1.289499,0.156818,-11.35181,-10.24631,83.6929,1.471879,695.6909
-1.094489,1.187117,0.1525448,-11.35181,-10.2019,83.69456,1.47121,695.4962
-1.127422,1.2131,0.1286524,-11.35181,-10.15985,83.69353,1.470554,695.3341
-1.057364,1.335322,0.156166,-11.35181,-10.13895,83.69382,1.470016,695.4742
-0.9554982,1.324639,0.1408167,-11.35138,-10.16003,83.69411,1.469713,695.5925
-0.9860857,1.375782,0.08396645,-11.35138,-10.12137,83.69509,1.471601,695.3273
-1.014005,1.321976,0.004194745,-11.35138,-10.21158,83.69424,1.470843,695.2985
-0.9923921,1.387717,0.08537474,-11.35138,-10.12964,83.6942,1.473752,695.2378
-1.08665,1.383286,0.08007087,-11.35138,-10.19601,83.69596,1.473703,695.277
-0.9808217,1.35617,0.1017278,-11.35138,-10.19815,83.69371,1.469083,695.6221
-0.9756589,1.318744,0.1447972,-11.35138,-10.19803,83.69402,1.469083,695.6075
-1.105543,1.273454,-0.003140226,-11.35138,-10.12848,83.69584,1.47122,695.3123
-1.02454,1.438074,-0.149226,-11.35138,-10.01593,83.69486,1.474798,694.7302
-1.036049,1.459898,-0.09135822,-11.35138,-10.02573,83.69503,1.469804,694.4161
-1.086753,1.434261,-0.05601994,-11.35138,-10.07019,83.69495,1.474261,694.8868
-1.111509,1.421485,-0.005930867,-11.35138,-10.06216,83.69451,1.472112,694.5847
-1.102572,1.399082,-0.02616973,-11.35138,-10.03445,83.69398,1.472798,694.8651
-1.09872,1.398006,-0.01821092,-11.35138,-10.05759,83.69711,1.467457,694.7332
-1.009719,1.413893,0.05832607,-11.35138,-10.03525,83.69494,1.47112,694.8307
-0.9670989,1.367971,0.08972616,-11.35138,-10.04062,83.69418,1.474095,694.8301
-0.961875,1.365411,0.05971788,-11.35138,-10.1087,83.69419,1.475319,694.8502
-1.020078,1.456266,0.04614441,-11.35138,-10.1402,83.69538,1.474232,695.0981
-1.053436,1.385467,0.03805645,-11.35138,-10.11566,83.6929,1.469465,695.1781
-1.041151,1.386741,-0.01109232,-11.35138,-9.947632,83.69549,1.473574,694.4379
-1.075028,1.421052,-0.02062663,-11.35083,-9.971588,83.69348,1.471605,694.5528
-1.015072,1.352448,-0.02920184,-11.35083,-10.02905,83.69536,1.471926,694.7821
-1.019608,1.337878,-0.03473881,-11.35083,-10.08105,83.69494,1.473901,694.6055
-1.031512,1.376902,0.02454512,-11.35083,-9.986481,83.69272,1.477158,694.6553
-1.052522,1.458217,0.09237693,-11.35083,-10.04407,83.69357,1.473273,694.9172
-1.080304,1.481513,0.05167295,-11.35083,-10.03476,83.69418,1.470696,694.8013
-1.100821,1.324731,-0.03035475,-11.35083,-10.05887,83.69393,1.473356,695.1477
-1.115434,1.31807,0.004940264,-11.35083,-10.09836,83.69379,1.469789,695.1206
-1.067518,1.334966,-0.02502065,-11.35083,-10.05511,83.69419,1.474597,694.8666
-1.046835,1.453039,-0.08146554,-11.35083,-9.973572,83.69475,1.471195,694.6368
-1.034718,1.412119,-0.1296629,-11.35083,-9.861176,83.69456,1.474773,694.4421
-1.003683,1.495781,-0.05568134,-11.35083,-9.904175,83.69275,1.469966,693.9755
-0.9423064,1.532399,-0.02139784,-11.35083,-9.881592,83.6942,1.472364,693.8345
-0.9068607,1.644856,-0.0487748,-11.35083,-9.977051,83.69408,1.473318,694.5777
-0.9646033,1.599789,-0.08550645,-11.35083,-9.916687,83.69318,1.47256,694.3406
-0.9393739,1.571621,-0.07397727,-11.35083,-9.93222,83.69347,1.474329,694.1498
-0.9721593,1.634125,-0.1229002,-11.35083,-9.916687,83.69303,1.470457,694.0038
-0.9193442,1.547632,-0.181317,-11.35083,-9.920654,83.69353,1.474265,693.8827
-1.029077,1.549753,-0.160826,-11.35083,-9.905853,83.69449,1.475023,693.7903
-0.988378,1.52111,0.03157815,-11.35083,-9.951233,83.69634,1.472333,694.1096
-1.049881,1.526894,0.07373242,-11.35019,-9.961578,83.69173,1.469866,693.9832
-1.02544,1.458056,-0.01112219,-11.35019,-9.881866,83.69463,1.473206,693.9677
-1.051968,1.476195,-0.0792585,-11.35019,-9.857208,83.6954,1.473909,694.1611
-1.019447,1.516739,-0.09364557,-11.35019,-9.855621,83.69338,1.470957,693.9326
-1.022489,1.491995,-0.0825331,-11.35019,-9.897339,83.69243,1.476658,694.3431
-0.989234,1.453805,-0.1150212,-11.35019,-9.911469,83.69402,1.472531,693.911
-1.021763,1.36411,-0.1519612,-11.35019,-10.01285,83.69387,1.476043,694.5781
-1.001522,1.359795,-0.06172618,-11.35019,-10.06158,83.69398,1.468742,695.1288
-1.056367,1.389,-0.1228068,-11.35019,-10.15482,83.69488,1.471788,695.3063
-1.016163,1.366563,-0.2163956,-11.35019,-10.18732,83.69511,1.473233,695.4025
-1.168021,1.514006,-0.0851528,-11.35019,-10.24884,83.6946,1.474421,695.9674
-1.211076,1.515086,-0.06558782,-11.35019,-10.30002,83.69534,1.47555,696.4111
-1.218766,1.542564,-0.05090434,-11.35019,-10.30151,83.69523,1.474716,695.7375
-1.235931,1.457575,-0.0559614,-11.35019,-10.29279,83.69587,1.472982,696.2748
-1.269973,1.329603,-0.02854327,-11.35019,-10.25577,83.69386,1.470669,695.8256
-1.229962,1.282659,0.07389245,-11.35019,-10.22501,83.69376,1.473866,695.9065
-1.148434,1.255554,0.1687064,-11.35019,-10.23178,83.69405,1.470956,695.7928
-1.15471,1.255489,0.1907812,-11.35019,-10.23505,83.69211,1.472238,695.9166
-1.171699,1.196925,0.2364461,-11.35019,-10.26624,83.69423,1.474097,695.925
-1.236979,1.266547,0.3167946,-11.35019,-10.33389,83.69351,1.472791,696.0884
-1.202306,1.273376,0.2920205,-11.34961,-10.29779,83.69371,1.473431,696.6094
-1.152766,1.253206,0.2752023,-11.34961,-10.31149,83.69343,1.470559,696.3611
-1.106177,1.232206,0.2335146,-11.34961,-10.28571,83.69544,1.473364,696.233
-1.177007,1.150456,0.2349626,-11.34961,-10.2616,83.69631,1.47365,696.0931
-1.108718,1.264424,0.2525685,-11.34961,-10.2511,83.69281,1.477381,696.1424
-1.079969,1.315267,0.1552218,-11.34961,-10.16031,83.69611,1.471398,695.8238
-1.107205,1.373872,0.05609811,-11.34961,-10.00674,83.69272,1.476009,694.5578
-1.108111,1.38619,-0.05240852,-11.34961,-9.908142,83.69479,1.472512,694.072
-1.066078,1.422554,-0.06359219,-11.34961,-9.93927,83.69367,1.473107,694.0137
-0.9864285,1.484531,-0.198012,-11.34961,-9.884216,83.69486,1.476164,694.0024
-1.019203,1.52729,-0.2078949,-11.34961,-9.902832,83.69367,1.472903,693.9173
-0.9186694,1.617201,-0.1327296,-11.34961,-9.939209,83.69416,1.47521,694.0546
-0.8760047,1.508497,-0.07763804,-11.34961,-9.872253,83.69287,1.472311,693.8946
-0.8902723,1.484366,-0.06531576,-11.34961,-9.855988,83.6939,1.475164,693.8892
-0.9810597,1.502604,-0.1078137,-11.34961,-9.951202,83.69479,1.472753,693.7444
-0.9727679,1.406996,-0.1107962,-11.34961,-9.901001,83.69263,1.475416,694.0273
-0.9248468,1.450169,-0.1062779,-11.34961,-9.868408,83.69439,1.475654,693.8587
-0.9537793,1.4198,-0.03793086,-11.34961,-9.916779,83.69383,1.474664,693.834
-0.853425,1.358116,0.03278757,-11.34961,-9.918549,83.69431,1.473412,693.7778
-0.9342471,1.443179,-0.0560977,-11.34961,-9.869934,83.69499,1.472299,693.9081
-0.9086913,1.435566,-0.02050481,-11.34866,-9.923553,83.69379,1.473019,693.9629
-0.9363476,1.419603,-0.02935065,-11.34866,-9.927002,83.69373,1.475142,694.0121
-0.927754,1.44933,-0.009786712,-11.34866,-9.917419,83.6933,1.477191,694.2412
-0.9274294,1.491187,0.02573301,-11.34866,-9.911865,83.69295,1.472112,693.4746
-0.9402268,1.476515,0.05731577,-11.34866,-9.856293,83.69304,1.473484,693.739
-1.037156,1.469425,0.05116195,-11.34866,-9.826447,83.6946,1.474158,693.8298
-1.070266,1.457163,0.008699804,-11.34866,-9.869659,83.69354,1.472297,693.4799
-0.9664302,1.492585,-0.002698729,-11.34866,-9.835663,83.69563,1.473368,693.8419
-1.020015,1.576975,-0.1157477,-11.34866,-9.922546,83.69394,1.472593,693.7834
-1.009441,1.463689,-0.1165179,-11.34866,-9.917511,83.69358,1.47593,694.2538
-0.9859486,1.513506,0.05290861,-11.34866,-9.926453,83.69437,1.474297,693.9855
-1.068328,1.522336,0.0854876,-11.34866,-9.879425,83.69454,1.474454,694.1927
-1.06699,1.62677,0.1031523,-11.34866,-9.917786,83.69357,1.474669,694.0506
-0.9195553,1.404021,0.05957864,-11.34866,-9.931335,83.69342,1.473483,694.0828
-0.8948296,1.549369,0.002125105,-11.34866,-9.883453,83.69418,1.474056,693.9642
-1.003447,1.345234,0.0223354,-11.34866,-9.885468,83.69515,1.477012,693.5938
-1.038486,1.539931,-0.03886065,-11.34866,-9.843964,83.69376,1.477199,694.1998
-1.04039,1.553727,-0.08995767,-11.34866,-9.942291,83.69424,1.472703,693.8463
-1.015839,1.479598,-0.1606136,-11.34866,-9.9245,83.69515,1.477651,694.067
-1.035522,1.532548,-0.1241605,-11.34866,-9.947021,83.69401,1.473992,693.9223
-1.041482,1.675389,-0.132192,-11.34726,-9.939392,83.69537,1.473108,694.1017
-0.9347443,1.635807,-0.1496675,-11.34726,-9.980774,83.69434,1.472498,694.0975
-1.03683,1.622924,-0.1312647,-11.34726,-9.968292,83.69517,1.474952,694.1992
-1.050172,1.550263,-0.05722958,-11.34726,-9.933563,83.69372,1.471813,694.153
-1.08958,1.421665,-0.03547377,-11.34726,-10.00977,83.69358,1.474343,694.6437
-1.068446,1.461435,-0.07314759,-11.34726,-10.00897,83.69301,1.476022,694.8252
-1.110302,1.46921,-0.09531267,-11.34726,-10.02008,83.69393,1.471035,694.6296
-1.080253,1.444852,-0.1037204,-11.34726,-10.00525,83.69439,1.476001,694.8517
-1.028003,1.458826,-0.1227818,-11.34726,-10.10596,83.69497,1.474461,694.6476
-1.083713,1.445623,-0.11308,-11.34726,-10.08636,83.69383,1.476456,694.996
-1.056542,1.383358,-0.1051828,-11.34726,-10.11136,83.69314,1.471545,694.9796
-0.9773176,1.366114,-0.119161,-11.34726,-10.08051,83.69398,1.473898,694.5557
-1.018951,1.43868,-0.1149574,-11.34726,-10.06161,83.6944,1.472109,695.0159
